,rent,endereco,rooms,bathroom,parking,area
7219,4000,                Rua Pasteur ,3,3,3,148
7220,6000,                Avenida Bartolomeu de Gusmão ,3,5,3,318
7221,4000,                Rua Tocantins ,3,3,3,185
7222,2100,                José Menino Santos ,2,3,2,77
7223,4000,                Embaré Santos ,3,1,3,140
7224,12000,                Aparecida Santos ,3,5,3,250
7225,4000,                Rua Álvaro Alvim ,3,4,3,150
7226,5400,                Rua Doutor Luís de Faria ,3,4,3,199
7227,8500,                Avenida Doutor Epitácio Pessoa  ,4,5,4,204
7228,6000,                Travessa Aliança  ,3,5,3,171
7229,2920,                José Menino Santos ,2,3,2,150
7230,3236,                Gonzaga Santos ,3,4,3,160
7231,3200,                Gonzaga Santos ,2,3,2,82
7232,2280,                Rua Emílio Ribas ,1,1,1,49
7233,3200,                Avenida Presidente Wilson ,2,2,2,77
7234,25000,                Avenida Almirante Saldanha da Gama  ,4,7,4,600
7235,4500,                Rua José Caballero ,1,2,1,60
7236,4000,                Avenida Vicente de Carvalho ,2,2,2,124
7237,4500,                Rua Doutor Samuel Baccarat ,2,3,2,84
7238,12000,                Rua Doutor Lobo Viana  ,4,7,4,274
7239,3486,                Gonzaga Santos ,1,1,1,52
7240,3200,                Rua Dona Maria Máximo ,3,2,3,92
7241,3501,                Gonzaga Santos ,1,1,1,47
7242,2700,                Rua Frederico Ozanam  ,2,1,2,90
7243,3000,                Rua Doutor Isidoro José Ribeiro Campos ,1,1,1,62
7244,4319,                Rua Tupys ,2,3,2,186
7245,1213,                Gonzaga Santos ,2,2,2,90
7246,2550,                Encruzilhada Santos ,2,2,2,67
7247,1992,                Rua Alfredo Ximenes ,1,1,1,60
7248,1600,                Rua Doutor Gaspar Ricardo  ,1,1,1,74
7249,3200,                Ponta da Praia Santos ,1,1,1,57
7250,3900,                Rua Doutor Alfredo Porchat  ,4,1,4,200
7251,4500,                Aparecida Santos ,1,2,1,60
7252,3101,                Boqueirão Santos ,4,3,4,120
7253,3100,                Gonzaga Santos ,2,2,2,79
7254,3800,                Rua Doutor Alamir Martins ,3,3,3,242
7255,5500,                Boqueirão Santos ,4,5,4,256
7256,2800,                Praça Frederico Osanam ,3,2,3,214
7257,4500,                Aparecida Santos ,1,2,1,60
7258,10000,                Praça Engenheiro José Rebouças ,3,5,3,158
7259,1300,                José Menino Santos ,1,1,1,50
7260,2850,                Gonzaga Santos ,1,2,1,69
7261,2000,                Rua Coronel Cândido Gomes  ,2,2,2,100
7262,4000,                Avenida Presidente Wilson  ,1,1,1,50
7263,3500,                Gonzaga Santos ,3,3,3,110
7264,3500,                Avenida Presidente Wilson ,3,3,3,146
7265,3800,                Rua Dona Maria Máximo ,3,3,3,92
7266,3200,                Avenida Presidente Wilson ,1,1,1,47
7267,3200,                Rua Dona Maria Máximo ,3,3,3,92
7268,5610,                Avenida Almirante Saldanha da Gama ,3,4,3,200
7269,4800,                Gonzaga Santos ,3,2,3,200
7270,3100,                Rua Oswaldo Cruz ,1,2,1,58
7271,1400,                Marapé Santos ,2,1,2,85
7272,6000,                Gonzaga Santos ,3,4,3,160
7273,6000,                Gonzaga Santos ,3,4,3,232
7274,2850,                Rua José Caballero ,1,2,1,69
7275,2600,                Avenida General Francisco Glicério ,2,3,2,101
7276,3000,                Ponta da Praia Santos ,1,2,1,70
7277,4000,                Avenida Vicente de Carvalho ,2,2,2,124
7278,4000,                Avenida Presidente Wilson ,1,1,1,50
7279,3800,                Avenida Rei Alberto I ,3,3,3,132
7280,3800,                Rua Tolentino Filgueiras ,2,1,2,130
7281,30000,                Rua Hércules Florence ,5,7,5,750
7282,2593,                Avenida Senador Pinheiro Machado ,2,2,2,77
7283,4600,                Rua Doutor Alfredo Porchat ,3,4,3,130
7284,2920,                Rua Frederico Ozanam ,2,3,2,150
7285,12000,                Avenida Doutor Epitácio Pessoa ,3,5,3,197
7286,3201,                Gonzaga Santos ,2,2,2,72
7287,3900,                Rua Pasteur ,2,3,2,82
7288,3100,                Rua José Caballero  ,1,2,1,57
7289,3880,                Avenida Doutor Bernardino de Campos ,2,2,2,90
7290,2750,                Santos ,2,2,2,77
7291,1550,                Boqueirão Santos ,2,1,2,60
7292,5000,                Avenida Doutor Moura Ribeiro ,3,3,3,150
7293,3200,                Gonzaga Santos ,2,2,2,72
7294,1600,                Rua Doutor Gaspar Ricardo ,1,1,1,74
7295,1900,                Rua Paraíba ,2,3,2,90
7296,8296,                Rua Voluntários Santistas ,4,6,4,187
7297,4515,                Vila Belmiro Santos ,4,6,4,318
7298,1550,                José Menino Santos ,1,1,1,54
7299,3200,                Rua José Caballero ,1,2,1,57
7300,3500,                Boqueirão Santos ,1,1,1,46
7301,4400,                Rua Bassim Nagib Trabulsi  ,3,4,3,94
7302,15000,                Avenida Washington Luís ,4,5,4,523
7303,4000,                Boqueirão Santos ,3,2,3,180
7304,3900,                Rua Frederico Ozanam ,2,3,2,150
7305,1800,                Boqueirão Santos ,1,1,1,52
7306,2740,                Rua Doutor Armando de Sales Oliveira ,2,2,2,63
7307,35000,                Avenida Presidente Wilson ,4,6,4,400
7308,3900,                Rua Frederico Ozanam ,2,3,2,150
7309,1800,                Boqueirão Santos ,1,1,1,52
7310,2740,                Rua Doutor Armando de Sales Oliveira ,2,2,2,63
7311,35000,                Avenida Presidente Wilson ,4,6,4,400
7312,6000,                Avenida Bartolomeu de Gusmão ,3,5,3,318
7313,8566,                Embaré Santos ,4,6,4,397
7314,4000,                Rua Álvaro Alvim ,3,4,3,150
7315,3500,                Gonzaga Santos ,1,1,1,52
7316,10000,                Avenida Almirante Saldanha da Gama  ,3,1,3,189
7317,3100,                Rua Oswaldo Cruz ,1,2,1,58
7318,2380,                Rua Doutor Armando de Sales Oliveira ,2,1,2,97
7319,2500,                José Menino Santos ,1,2,1,54
7320,7000,                Ponta da Praia Santos ,3,5,3,189
7321,3300,                Avenida Doutor Moura Ribeiro ,3,1,3,86
7322,3000,                Avenida General Francisco Glicério ,2,2,2,58
7323,4500,                Rua José Caballero  ,2,2,2,78
7324,2900,                Ponta da Praia Santos ,1,1,1,53
7325,4000,                Rua Alexandre Martins  ,2,2,2,113
7326,3000,                Rua Enguaguaçu  ,3,2,3,170
7327,5500,                Rua Eloy Fernandes ,4,5,4,256
7328,4500,                Aparecida Santos ,1,2,1,60
7329,5287,                Rua Jorge Tibiriçá ,3,2,3,158
7330,7500,                Avenida Almirante Saldanha da Gama ,3,4,3,189
7331,2300,                Rua Estados Unidos da Venezuela ,3,2,3,122
7332,1900,                Vila Belmiro Santos ,1,1,1,55
7333,2070,                Rua Evaristo da Veiga ,2,3,2,89
7334,12000,                Rua Minas Gerais ,4,7,4,274
7335,3745,                Boqueirão Santos ,3,4,3,140
7336,6010,                Rua Álvaro Alvim ,3,4,3,150
7337,5500,                Rua Álvaro Alvim  ,3,1,3,150
7338,5500,                Rua Minas Gerais ,3,4,3,147
7339,3500,                Rua Oswaldo Cruz ,2,1,2,97
7340,3500,                Avenida Doutor Epitácio Pessoa ,3,2,3,200
7341,4500,                Rua Tolentino Filgueiras ,2,2,2,77
7342,4536,                Rua Alexandre Herculano  ,2,2,2,80
7343,4500,                Rua São José ,1,2,1,55
7344,3950,                Avenida Doutor Moura Ribeiro ,3,3,3,150
7345,3500,                Campo Grande Santos ,2,3,2,118
7346,2300,                Rua Carlos Afonseca ,2,1,2,98
7347,2500,                Gonzaga Santos ,3,2,3,100
7348,8566,                Embaré Santos ,4,6,4,397
7349,4000,                Avenida Presidente Wilson  ,1,1,1,50
7350,3900,                Avenida General Francisco Glicério ,2,3,2,80
7351,2700,                Avenida Presidente Wilson ,2,2,2,118
7352,2500,                Campo Grande Santos ,2,3,2,92
7353,5000,                Rua José Caballero ,1,1,1,98
7354,4500,                Rua Tolentino Filgueiras ,2,2,2,77
7355,1600,                Gonzaga Santos ,1,1,1,49
7356,1900,                Rua Doutor Arnaldo de Carvalho ,2,1,2,78
7357,6000,                Avenida Washington Luís ,3,5,3,171
7358,1800,                Rua Tupys ,2,2,2,86
7359,2600,                José Menino Santos ,1,1,1,52
7360,2200,                Rua Gonçalves Ledo  ,2,1,2,70
7361,7000,                Rua Alexandre Martins  ,3,3,3,187
7362,2500,                Boqueirão Santos ,1,1,1,44
7363,3700,                Rua João Antunes ,3,2,3,150
7364,2850,                Santos ,2,2,2,77
7365,4000,                Gonzaga Santos ,2,2,2,79
7366,3000,                Rua Professor Torres Homem ,3,2,3,145
7367,5000,                Avenida Doutor Epitácio Pessoa  ,3,3,3,115
7368,6000,                Avenida Washington Luís ,3,5,3,171
7369,3500,                Rua República Argentina ,3,3,3,107
7370,4000,                Avenida Vicente de Carvalho ,2,2,2,124
7371,3200,                Gonzaga Santos ,2,2,2,75
7372,1500,                Rua Alfredo Shammass ,2,1,2,85
7373,4000,                Avenida Washington Luiz ,3,3,3,185
7374,4500,                Rua José Caballero ,2,2,2,78
7375,4100,                Rua Doutor Armando de Sales Oliveira ,3,3,3,150
7376,4700,                Vila Mathias Santos ,3,2,3,130
7377,7000,                Avenida Almirante Cochrane ,3,5,3,173
7378,3000,                Rua Professor Torres Homem ,3,2,3,145
7379,1900,                Rua Carlos Gomes  ,2,1,2,100
7380,2900,                Centro São Vicente ,2,1,2,77
7381,1500,                Gonzaga Santos ,1,1,1,44
7382,3900,                Rua Oswaldo Cruz  ,2,2,2,81
7383,2800,                Avenida Marechal Floriano Peixoto ,1,1,1,45
7384,4100,                Ponta da Praia Santos ,2,4,2,111
7385,4000,                Embaré Santos ,1,3,1,187
7386,4500,                Rua Tocantins ,3,4,3,170
7387,4001,                Gonzaga Santos ,3,3,3,117
7388,2300,                Praça Washington ,3,3,3,118
7389,3000,                Avenida Conselheiro Nébias ,2,1,2,90
7390,2500,                José Menino Santos ,1,1,1,55
7391,3800,                Gonzaga Santos ,2,1,2,130
7392,2400,                Ponta da Praia Santos ,2,2,2,80
7393,3000,                Rua º de Maio ,2,2,2,89
7394,3300,                Rua Enguaguaçu ,3,3,3,126
7395,4300,                Ponta da Praia Santos ,2,2,2,90
7396,4500,                Boqueirão Santos ,2,2,2,72
7397,8000,                Avenida Almirante Saldanha da Gama ,3,5,3,189
7398,3300,                Avenida Presidente Wilson ,3,2,3,120
7399,4500,                Gonzaga Santos ,2,1,2,77
7400,2800,                Avenida Presidente Wilson  ,2,2,2,72
7401,2900,                Aparecida Santos ,2,3,2,134
7402,3000,                Avenida Senador Pinheiro Machado ,3,3,3,140
7403,2100,                Boqueirão Santos ,1,1,1,43
7404,3200,                Boqueirão Santos ,2,2,2,130
7405,3000,                Avenida General Francisco Glicério ,2,2,2,70
7406,5000,                Avenida Marechal Deodoro ,2,3,2,95
7407,4500,                Rua º de Maio ,1,2,1,60
7408,1800,                Rua Pedro Borges Gonçalves ,2,2,2,92
7409,2900,                Rua Benjamin Constant ,2,3,2,83
7410,2900,                Rua Tolentino Filgueiras ,2,2,2,79
7411,4500,                Rua José Caballero  ,2,3,2,78
7412,1590,                Aparecida Santos ,2,1,2,90
7413,5500,                Ponta da Praia Santos ,3,3,3,111
7414,2600,                Paquetá Santos ,2,2,2,68
7415,4500,                Rua º de Maio ,1,2,1,60
7416,4500,                Rua º de Maio ,1,2,1,60
7417,6000,                Avenida Doutor Moura Ribeiro ,3,3,3,150
7418,2391,                Gonzaga Santos ,1,1,1,49
7419,2950,                Rua Professor Doutor Olavo de Paula Borges ,2,2,2,111
7420,3800,                Rua José Caballero ,1,1,1,49
7421,2490,                Rua Silva Jardim ,2,2,2,98
7422,4500,                Aparecida Santos ,1,2,1,60
7423,3600,                Ponta da Praia Santos ,3,3,3,112
7424,2600,                Avenida General Francisco Glicério  ,1,1,1,51
7425,3500,                Rua da Paz  ,1,1,1,46
7426,2500,                Rua Antônio Ribeirão ,2,2,2,96
7427,3500,                Rua José Caballero ,1,2,1,57
7428,2872,                Boqueirão Santos ,1,2,1,78
7429,3800,                Avenida Rei Alberto I ,3,3,3,132
7430,3600,                Boqueirão Santos ,3,3,3,150
7431,1613,                Avenida Presidente Wilson ,2,2,2,90
7432,2900,                Rua Benjamin Constant ,2,3,2,83
7433,2800,                Rua Paraguassú ,2,3,2,74
7434,5500,                Rua Eloy Fernandes ,4,5,4,256
7435,2790,                Boqueirão Santos ,2,1,2,70
7436,4501,                Gonzaga Santos ,2,3,2,90
7437,4000,                Aparecida Santos ,2,3,2,134
7438,1900,                Rua Doutor Gaspar Ricardo  ,2,2,2,71
7439,5500,                Avenida Bartolomeu de Gusmão ,3,4,3,265
7440,2700,                Rua Alexandre Martins ,2,3,2,100
7441,3000,                Avenida Senador Pinheiro Machado ,3,3,3,140
7442,3200,                Rua Doutor Egydio Martins ,1,1,1,57
7443,6900,                Ponta da Praia Santos ,3,3,3,158
7444,4100,                Rua Doutor Armando de Sales Oliveira ,3,3,3,150
7445,3500,                Rua da Paz  ,2,2,2,46
7446,4200,                Avenida Ana Costa ,2,2,2,90
7447,3800,                Rua Tolentino Filgueiras ,2,1,2,130
7448,1500,                Boqueirão Santos ,1,1,1,62
7449,5500,                Rua Eloy Fernandes  ,4,5,4,256
7450,2200,                Avenida Bartolomeu de Gusmão ,1,1,1,54
7451,1600,                Avenida Presidente Wilson ,1,1,1,54
7452,3800,                Rua José Caballero ,1,1,1,49
7453,6000,                Avenida Presidente Wilson ,3,4,3,251
7454,3500,                Rua Galeão Carvalhal ,2,2,2,70
7455,2800,                Rua Carlos Gomes ,2,3,2,100
7456,3500,                Gonzaga Santos ,3,3,3,97
7457,5000,                Rua Piauí ,4,5,4,136
7458,2200,                Gonzaga Santos ,2,2,2,60
7459,2400,                Rua Oswaldo Cruz ,1,2,1,55
7460,4000,                Rua República do Equador  ,3,3,3,111
7461,3000,                Rua José Caballero  ,1,2,1,57
7462,4500,                Rua Carlos Afonseca ,3,2,3,127
7463,3000,                José Menino Santos ,2,3,2,186
7464,3460,                Avenida Siqueira Campos ,2,2,2,64
7465,10000,                Rua Carolino Rodrigues  ,4,5,4,400
7466,2550,                Rua da Liberdade  ,2,3,2,112
7467,1800,                Gonzaga Santos ,1,2,1,60
7468,1800,                José Menino Santos ,2,2,2,86
7469,2598,                Rua Espírito Santo ,2,1,2,45
7470,4360,                Ponta da Praia Santos ,3,4,3,94
7471,3000,                Rua Professor Carlos Escobar ,3,4,3,114
7472,5600,                Avenida Doutor Moura Ribeiro ,3,3,3,150
7473,2800,                Avenida Bartolomeu de Gusmão ,1,1,1,60
7474,3000,                Avenida Senador Pinheiro Machado ,3,3,3,140
7475,7200,                Boqueirão Santos ,4,3,4,255
7476,4500,                Gonzaga Santos ,3,3,3,134
7477,3600,                Avenida Vicente de Carvalho ,2,3,2,88
7478,9200,                Boqueirão Santos ,4,5,4,212
7479,1950,                Rua Frederico Ozanam  ,2,2,2,60
7480,2200,                Avenida Bartolomeu de Gusmão ,1,2,1,60
7481,2200,                Avenida Presidente Wilson ,2,1,2,70
7482,4500,                Rua º de Maio ,1,2,1,60
7483,5700,                Marapé Santos ,3,4,3,150
7484,6010,                Rua Álvaro Alvim ,3,4,3,150
7485,3800,                Avenida Senador Pinheiro Machado ,3,3,3,140
7486,6810,                Rua Carolino Rodrigues  ,4,5,4,400
7487,8200,                Praça Rotary ,5,4,5,532
7488,2500,                José Menino Santos ,2,1,2,114
7489,6635,                Avenida Doutor Moura Ribeiro ,3,2,3,150
7490,2300,                Rua Doutor Gervásio Bonavides ,2,1,2,80
7491,3700,                Gonzaga Santos ,3,3,3,140
7492,4730,                Rua Galeão Coutinho  ,3,4,3,150
7493,3900,                Rua Pasteur ,2,3,2,82
7494,5380,                Boqueirão Santos ,2,1,2,56
7495,1900,                Pompéia Santos ,2,3,2,90
7496,7000,                Avenida Presidente Wilson ,3,3,3,132
7497,2200,                Vila Mathias Santos ,2,2,2,78
7498,2800,                Aparecida Santos ,2,3,2,100
7499,12000,                Avenida Almirante Cochrane ,4,5,4,600
7500,7821,                Avenida Almirante Cochrane ,4,6,4,236
7501,2350,                Avenida General Francisco Glicério  ,2,2,2,119
7502,5500,                Rua Eloy Fernandes ,4,5,4,256
7503,5000,                Rua Doutor Isidoro José Ribeiro Campos ,3,3,3,127
7504,4500,                Gonzaga Santos ,2,1,2,72
7505,1860,                Avenida Almirante Cochrane ,2,3,2,101
7506,3100,                Avenida General Francisco Glicério ,2,2,2,58
7507,2226,                Avenida Senador Pinheiro Machado ,2,2,2,90
7508,4536,                Gonzaga Santos ,2,2,2,80
7509,2920,                Rua Oswaldo Cruz ,4,6,4,290
7510,1600,                Avenida Bartolomeu de Gusmão ,1,1,1,67
7511,3700,                Ponta da Praia Santos ,3,4,3,120
7512,5500,                Avenida Siqueira Campos  ,3,1,3,234
7513,2500,                Avenida Presidente Wilson ,2,2,2,90
7514,2000,                Gonzaga Santos ,1,1,1,50
7515,5500,                Avenida Ana Costa  ,2,2,2,80
7516,2200,                Rua Doutor Gaspar Ricardo  ,2,1,2,72
7517,4500,                Aparecida Santos ,1,2,1,60
7518,1860,                Avenida Almirante Cochrane ,2,3,2,101
7519,7000,                Avenida Doutor Bernardino de Campos ,4,6,4,315
7520,2000,                Rua José Caballero ,1,1,1,70
7521,6000,                Rua Colômbia  ,4,5,4,250
7522,8050,                Avenida Almirante Saldanha da Gama ,3,5,3,189
7523,2000,                Avenida Conselheiro Nébias ,1,1,1,72
7524,3500,                Rua Ceará ,3,1,3,147
7525,7500,                Boqueirão Santos ,4,5,4,250
7526,2200,                José Menino Santos ,2,2,2,100
7527,2500,                Avenida General Francisco Glicério ,2,2,2,90
7528,3100,                Avenida General Francisco Glicério ,2,2,2,58
7529,2500,                Rua Delphin Moreira ,3,2,3,80
7530,4500,                Boqueirão Santos ,3,3,3,121
7531,3900,                Avenida Bernardino de Campos ,2,3,2,70
7532,2500,                Rua Doutor Alamir Martins ,2,2,2,106
7533,15000,                Rua Doutor Luís Suplicy  ,4,5,4,523
7534,2000,                Avenida General Francisco Glicério ,2,1,2,86
7535,3700,                Rua Dona Maria Máximo ,3,3,3,94
7536,3600,                Boqueirão Santos ,2,3,2,88
7537,3200,                Rua Tocantins ,3,3,3,120
7538,3300,                Avenida Vicente de Carvalho ,2,2,2,88
7539,5500,                Avenida Washington Luís  ,4,1,4,300
7540,4500,                Avenida Ana Costa  ,2,1,2,77
7541,3650,                Avenida Ana Costa ,2,2,2,96
7542,4500,                Rua Professor Doutor Olavo de Paula Borges ,3,3,3,161
7543,8000,                Gonzaga Santos ,5,5,5,532
7544,2670,                Rua Jorge Tibiriçá ,3,3,3,127
7545,1925,                Rua Alexandre Herculano  ,2,3,2,90
7546,4000,                Rua Governador Pedro de Toledo ,3,3,3,185
7547,3300,                Rua João Pinho  ,3,3,3,93
7548,2000,                Avenida Marechal Floriano Peixoto ,1,1,1,50
7549,1200,                Avenida Conselheiro Nébias ,1,1,1,48
7550,2950,                Ponta da Praia Santos ,2,1,2,70
7551,2200,                Campo Grande Santos ,2,1,2,60
7552,3900,                Rua da Paz  ,3,3,3,150
7553,1600,                Rua Luís de Camões  ,2,1,2,69
7554,7900,                Gonzaga Santos ,4,1,4,174
7555,1600,                Rua Luís de Camões  ,2,1,2,69
7556,7500,                José Menino Santos ,3,1,3,251
7557,3000,                Gonzaga Santos ,3,4,3,180
7558,1500,                Avenida Siqueira Campos ,1,1,1,37
7559,6000,                Rua Thiago Ferreira ,4,4,4,220
7560,1500,                Avenida Siqueira Campos ,1,1,1,37
7561,6000,                Rua Thiago Ferreira ,4,4,4,220
7562,1200,                Chico de Paula Santos ,2,1,2,60
7563,6000,                Avenida Washington Luís ,3,5,3,171
7564,10500,                Rua Américo Martins ,5,4,5,300
7565,4000,                Avenida Vicente de Carvalho ,2,2,2,124
7566,1810,                Ponta da Praia Santos ,3,4,3,133
7567,1100,                Rua Governador Pedro de Toledo ,1,,1,50
7568,12720,                Rua Galeão Carvalhal ,3,6,3,325
7569,3500,                Rua Oswaldo Cruz ,2,3,2,63
7570,4200,                Rua Oswaldo Cruz ,2,2,2,97
7571,1920,                Rua Antônio Ribeirão ,2,3,2,96
7572,3000,                Rua Frederico Ozanam ,2,2,2,60
7573,6500,                Rua Colômbia  ,4,5,4,181
7574,4490,                Boqueirão Santos ,4,3,4,118
7575,2600,                Rua Liberdade ,2,2,2,98
7576,3200,                Boqueirão Santos ,2,2,2,63
7577,1380,                Rua Pindorama  ,1,1,1,55
7578,2800,                Boqueirão Santos ,1,2,1,51
7579,4000,                Rua Amaral Gurgel ,3,4,3,150
7580,2900,                Avenida General Francisco Glicério ,2,2,2,58
7581,10000,                Aparecida Santos ,4,6,4,226
7582,1950,                Avenida Presidente Wilson ,2,1,2,58
7583,3700,                Rua Pasteur ,2,3,2,88
7584,3400,                Rua Ministro João Mendes ,3,3,3,113
7585,2000,                Avenida General Francisco Glicério ,2,2,2,86
7586,2100,                Marapé Santos ,2,2,2,95
7587,2500,                Avenida Presidente Wilson ,2,2,2,90
7588,1988,                Vila Mathias Santos ,1,1,1,50
7589,5061,                Rua Ceará ,3,3,3,147
7590,4000,                Avenida Presidente Wilson ,3,3,3,146
7591,3700,                Avenida Doutor Epitácio Pessoa ,3,3,3,155
7592,4000,                Rua Pasteur  ,3,2,3,148
7593,1400,                José Menino Santos ,1,1,1,32
7594,11000,                Boqueirão Santos ,5,5,5,300
7595,2700,                Avenida Bartolomeu de Gusmão  ,2,2,2,119
7596,4500,                Aparecida Santos ,1,2,1,60
7597,4000,                Aparecida Santos ,3,3,3,117
7598,8566,                Rua Castro Alves  ,4,5,4,397
7599,4000,                Rua Bento de Abreu  ,3,4,3,126
7600,3000,                José Menino Santos ,2,4,2,91
7601,7821,                Avenida Almirante Cochrane ,4,6,4,236
7602,3000,                José Menino Santos ,2,4,2,91
7603,4200,                Avenida Senador Pinheiro Machado ,3,3,3,110
7604,4300,                Gonzaga Santos ,2,2,2,75
7605,5600,                Avenida Doutor Moura Ribeiro  ,3,3,3,150
7606,1900,                Avenida Bartolomeu de Gusmão ,1,1,1,49
7607,2690,                Gonzaga Santos ,2,1,2,49
7608,3080,                Gonzaga Santos ,4,4,4,380
7609,8566,                Rua Castro Alves ,4,5,4,397
7610,1300,                Embaré Santos ,1,1,1,30
7611,12000,                Rua Castro Alves ,4,6,4,397
7612,2399,                Campo Grande Santos ,2,2,2,90
7613,6500,                Avenida Washington Luís  ,3,3,3,181
7614,5500,                Rua Álvaro Alvim ,3,4,3,150
7615,3000,                Rua Newton Prado ,2,3,2,75
7616,3000,                Ponta da Praia Santos ,3,3,3,162
7617,6500,                Avenida Almirante Saldanha da Gama ,3,5,3,189
7618,5569,                Avenida Conselheiro Nébias  ,4,4,4,222
7619,5200,                Avenida Doutor Moura Ribeiro  ,3,2,3,150
7620,1950,                José Menino Santos ,2,2,2,60
7621,1835,                Rua Particular Santos Cruz  ,3,3,3,152
7622,2600,                Praça Independência ,3,2,3,110
7623,2200,                Avenida Bartolomeu de Gusmão ,1,1,1,76
7624,1050,                Chico de Paula Santos ,1,1,1,45
7625,1700,                Rua Alfredo Ximenes  ,1,1,1,60
7626,2800,                Avenida Presidente Wilson ,2,2,2,77
7627,3000,                Avenida General Francisco Glicério  ,2,2,2,58
7628,9000,                Avenida Almirante Cochrane  ,4,4,4,232
7629,2200,                Gonzaga Santos ,,,,64
7630,5500,                Aparecida Santos ,4,6,4,200
7631,3500,                Ponta da Praia Santos ,3,3,3,90
7632,1700,                Rua Alfredo Ximenes  ,1,1,1,60
7633,2800,                Avenida Presidente Wilson ,2,2,2,77
7634,3000,                Avenida General Francisco Glicério  ,2,2,2,58
7635,9000,                Avenida Almirante Cochrane  ,4,4,4,232
7636,2200,                Gonzaga Santos ,,,,64
7637,5500,                Aparecida Santos ,4,6,4,200
7638,3500,                Ponta da Praia Santos ,3,3,3,90
7639,3540,                Aparecida Santos ,3,4,3,265
7640,1200,                Marapé Santos ,2,1,2,66
7641,2600,                Rua Doutor Alamir Martins ,3,2,3,109
7642,7500,                Rua Liberdade ,4,4,4,228
7643,8050,                Ponta da Praia Santos ,3,5,3,189
7644,3400,                Avenida Ana Costa  ,1,2,1,57
7645,2990,                Boqueirão Santos ,2,3,2,115
7646,4140,                Avenida Senador Pinheiro Machado ,3,3,3,140
7647,2500,                Vila Belmiro Santos ,2,2,2,92
7648,2700,                Avenida Bartolomeu de Gusmão ,2,1,2,119
7649,7200,                Boqueirão Santos ,3,5,3,160
7650,6000,                Rua Duque de Caxias ,4,6,4,271
7651,6500,                Rua Benjamin Constant  ,3,4,3,150
7652,3300,                Avenida Presidente Wilson ,2,2,2,70
7653,2100,                Boqueirão Santos ,1,1,1,43
7654,3890,                Rua Dona Maria Máximo ,3,3,3,94
7655,4500,                Aparecida Santos ,1,2,1,60
7656,1700,                Avenida Bartolomeu de Gusmão ,1,1,1,68
7657,2700,                Gonzaga Santos ,1,2,1,69
7658,3000,                Aparecida Santos ,3,3,3,156
7659,5500,                Rua Guaiaó ,4,6,4,278
7660,1901,                Gonzaga Santos ,1,2,1,47
7661,2700,                Ponta da Praia Santos ,3,3,3,94
7662,2300,                Rua Maestro Heitor Vila Lobos  ,2,1,2,87
7663,3800,                Gonzaga Santos ,1,1,1,70
7664,2500,                Pompéia Santos ,2,2,2,90
7665,3200,                Marapé Santos ,2,3,2,85
7666,1800,                José Menino Santos ,2,2,2,92
7667,1100,                Embaré Santos ,1,1,1,25
7668,4510,                Gonzaga Santos ,2,2,2,79
7669,2960,                Rua Pedro Ivo ,2,3,2,110
7670,2000,                Aparecida Santos ,1,2,1,78
7671,3500,                Boqueirão Santos ,2,1,2,63
7672,1700,                Rua Alfredo Ximenes  ,1,1,1,60
7673,3250,                Rua Professor Doutor Olavo de Paula Borges ,3,1,3,165
7674,2980,                Boqueirão Santos ,4,5,4,200
7675,4319,                Rua Tupys ,2,3,2,186
7676,3000,                Rua Primeiro de Maio  ,2,2,2,89
7677,2800,                Avenida Presidente Wilson ,2,2,2,72
7678,2600,                Avenida Conselheiro Nébias ,1,2,1,72
7679,2200,                Rua Alexandre Herculano ,2,2,2,98
7680,7555,                Aparecida Santos ,3,5,3,158
7681,3000,                Avenida Ana Costa ,2,2,2,131
7682,2700,                Avenida Presidente Wilson ,2,2,2,118
7683,4000,                Gonzaga Santos ,3,3,3,185
7684,2051,                Ponta da Praia Santos ,1,1,1,48
7685,3900,                Rua Pasteur ,2,3,2,82
7686,3000,                Avenida Conselheiro Nébias  ,2,2,2,75
7687,5500,                Avenida Marechal Floriano Peixoto ,1,1,1,45
7688,2712,                Boqueirão Santos ,3,3,3,112
7689,4500,                Rua Alexandre Herculano  ,2,1,2,80
7690,4300,                Rua Maranhão ,1,1,1,54
7691,7900,                Rua Oswaldo Cochrane ,3,3,3,135
7692,3000,                Rua Doutor Egydio Martins ,1,1,1,57
7693,4100,                Aparecida Santos ,2,3,2,134
7694,4000,                Avenida Washington Luís ,3,2,3,185
7695,5900,                Rua Guaiaó ,2,2,2,106
7696,2700,                Gonzaga Santos ,2,2,2,97
7697,3150,                Avenida Bernardino de Campos ,2,2,2,171
7698,2800,                Ponta da Praia Santos ,2,2,2,81
7699,4800,                Avenida Marechal Floriano Peixoto  ,1,1,1,45
7700,1438,                Rua Doutor Artur Porchat de Assis ,2,2,2,80
7701,3880,                Avenida Doutor Bernardino de Campos ,2,2,2,90
7702,3500,                Embaré Santos ,3,2,3,110
7703,3500,                Rua João Pinho ,3,3,3,98
7704,1990,                Gonzaga Santos ,1,2,1,52
7705,1950,                Rua Coronel Cândido Gomes ,2,1,2,60
7706,2593,                José Menino Santos ,2,2,2,77
7707,2700,                Rua Rio Grande do Sul  ,1,1,1,48
7708,2300,                Avenida Presidente Wilson ,2,1,2,60
7709,3200,                Avenida Bartolomeu de Gusmão ,3,3,3,140
